order_id,delivery_person_id,restaurant_id,delivery_location_id,delivery_location_latitude,delivery_location_longitude
0xe18f,AURGRES010DEL03,88,135,19.905337,75.346722
0xc2ba,LUDHRES18DEL03,89,136,30.950184,75.889615
0xdae1,KNPRES13DEL01,83,137,26.491547,80.309775
0xd18b,KOLRES03DEL03,57,138,22.556461,88.394453
0xd89c,AGRRES08DEL02,58,139,27.210934,78.094095
0xd02f,BHPRES03DEL03,18,140,23.244294,77.465361
0xd408,ALHRES03DEL02,90,141,25.471517,81.852616
0xc716,AGRRES05DEL02,46,142,27.251725,78.057553
0xc92e,ALHRES20DEL03,91,143,25.484697,81.864492
0xd60a,AURGRES03DEL02,92,144,19.894733,75.373942
0xd89e,BHPRES17DEL02,93,145,23.268998,77.423573
0xddfe,DEHRES13DEL02,67,146,30.386322,78.090453
0xc6e2,KOLRES06DEL01,20,147,22.543662,88.376217
0xc415,GOARES08DEL01,94,148,15.566561,73.773633
0xdaa5,GOARES09DEL02,54,149,15.323897,73.934336
0xc9da,LUDHRES12DEL03,28,150,30.923244,75.851817
0xcfbc,GOARES18DEL01,76,151,15.53395,73.867423
0xd580,BHPRES18DEL03,7,152,23.264631,77.431663
0xcca6,KOLRES14DEL02,95,153,22.572996,88.37231
0xd492,KNPRES09DEL02,61,154,26.493698,80.372677
0xcdf0,KOCRES03DEL01,9,155,10.060683,76.350631
0xcfaa,DEHRES14DEL02,30,156,30.339528,78.060267
0xdbaa,BHPRES03DEL03,18,157,23.274294,77.495361
0xd707,KNPRES16DEL03,31,158,26.512581,80.345628
0xd31a,AURGRES03DEL01,92,159,19.914733,75.393942
0xc847,GOARES18DEL03,76,160,15.55395,73.887423
0xc351,KOCRES09DEL01,47,161,10.010706,76.359516
0xde6c,DEHRES06DEL01,96,162,30.371281,78.078022
0xce82,LUDHRES01DEL03,97,163,30.933988,75.902739
0xd1fe,BHPRES17DEL03,93,164,23.278998,77.433573
0xd288,KOLRES07DEL02,68,165,22.597185,88.40068
0xc157,KOCRES11DEL03,16,166,10.066881,76.405397
0xd4aa,AURGRES06DEL02,98,167,19.894449,75.380232
0xc52a,ALHRES14DEL02,99,168,25.479775,81.854841
0xdbb6,DEHRES19DEL01,100,169,30.382202,78.087151
0xc4e3,AURGRES03DEL01,92,170,19.884733,75.363942
0xcfd4,KOLRES07DEL03,68,171,22.577185,88.38068
0xe1f0,ALHRES07DEL02,1,172,25.499659,81.889744
0xde93,BHPRES18DEL01,7,173,23.244631,77.411663
0xc7b5,AGRRES13DEL01,101,174,27.199795,78.08299
0xd3ed,AURGRES15DEL03,102,175,19.908028,75.347475
0xdab2,AGRRES12DEL02,10,176,27.185108,78.035053
0xc401,LUDHRES11DEL02,103,177,30.943081,75.871495
0xceea,LUDHRES18DEL02,89,178,30.910184,75.849615
0xde41,AURGRES010DEL02,88,179,19.895337,75.336722
0xd2f3,KNPRES05DEL02,13,180,26.529108,80.365042
0xdf5a,KNPRES02DEL01,72,181,26.481617,80.323564
0xcd8e,AGRRES07DEL01,58,182,27.170934,78.054095
0xd979,LUDHRES14DEL01,19,183,30.932978,75.861847
0xe225,LUDHRES05DEL01,104,184,30.945562,75.872841
0xdfbc,AGRRES010DEL03,105,185,27.223303,78.117044
0xd55e,KOCRES11DEL01,16,186,10.046881,76.385397
0xdd13,KOCRES02DEL03,106,187,10.058047,76.340019
0xc761,AURGRES07DEL02,107,188,19.925908,75.408888
0xda66,KOLRES13DEL03,108,189,22.583227,88.383273
0xdeca,LUDHRES05DEL02,104,190,30.955562,75.882841
0xc252,DEHRES07DEL01,109,191,30.402686,78.10889
0xcd76,BHPRES11DEL01,110,192,23.243219,77.443571
0xc83c,AGRRES13DEL02,101,193,27.209795,78.09299
0xcc36,AURGRES05DEL01,85,194,19.885522,75.377127
0xdc8e,ALHRES08DEL01,111,195,25.490329,81.874279
0xc961,BHPRES06DEL02,112,196,23.282357,77.479989
0xcfcf,DEHRES06DEL02,96,197,30.411281,78.118022
0xc64e,LUDHRES01DEL01,97,198,30.913988,75.882739
0xc841,AGRRES05DEL01,46,199,27.241725,78.047553
0xdbb1,KOCRES02DEL01,106,200,10.038047,76.320019
0xd229,GOARES17DEL03,113,201,15.526162,73.855364
0xd1fb,ALHRES03DEL01,90,202,25.491517,81.872616
0xc67e,AURGRES04DEL03,114,203,19.906106,75.370775
0xde0f,GOARES010DEL02,115,204,15.566594,73.780431
0xd40f,KOLRES13DEL03,108,205,22.613227,88.413273
0xd161,LUDHRES04DEL03,116,206,30.944057,75.86982
0xcea9,AURGRES03DEL03,92,207,19.934733,75.413942
0xdbde,AGRRES20DEL01,117,208,27.168822,78.055359
0xc52f,DEHRES03DEL02,80,209,30.355259,78.073162
0xdfb7,LUDHRES16DEL02,41,210,30.945817,75.863112
0xdc40,KOLRES17DEL02,17,211,22.619358,88.483452
0xcee5,DEHRES04DEL02,118,212,30.390722,78.110221
0xdbbf,KOLRES03DEL01,57,213,22.536461,88.374453
0xd9ff,AURGRES13DEL01,2,214,19.920256,75.363503
0xc770,LUDHRES09DEL02,44,215,30.905814,75.806976
0xd82f,AGRRES11DEL02,105,216,27.213303,78.107044
0xe0c8,KOLRES12DEL02,32,217,22.571084,88.374127
0xdd4f,KOLRES01DEL02,119,218,22.534688,88.413294
0xc271,ALHRES17DEL01,120,219,25.49235,81.881889
0xc9bd,ALHRES08DEL03,111,220,25.510329,81.894279
0xc9e0,KOLRES19DEL01,121,221,22.5591,88.410467
0xd777,AURGRES13DEL01,2,222,19.890256,75.333503
0xd338,KOLRES09DEL03,86,223,22.545082,88.39783
0xcdc9,AURGRES13DEL03,2,224,19.910256,75.353503
0xd9b8,BHPRES03DEL02,18,225,23.234294,77.455361
0xd450,KNPRES07DEL03,62,226,26.532001,80.414002
0xc623,LUDHRES04DEL01,116,227,30.954057,75.87982
0xd7f4,BHPRES010DEL03,49,228,23.326261,77.439605
0xcfa9,ALHRES12DEL01,122,229,25.453994,81.870187
0xce8b,LUDHRES14DEL03,19,230,30.922978,75.851847
0xd003,KNPRES17DEL02,123,231,26.503042,80.337833
0xe211,KOLRES16DEL03,22,232,22.599129,88.425507
0xd5b6,KNPRES010DEL02,64,233,26.52775,80.401569
0xcbf6,AURGRES08DEL02,65,234,19.926428,75.414792
0xdce1,GOARES17DEL01,113,235,15.536162,73.865364
0xcb0b,AURGRES18DEL02,124,236,19.908716,75.341461
0xca86,DEHRES17DEL02,125,237,30.377968,78.096106
0xc92c,KNPRES19DEL02,87,238,26.54095,80.368656
0xd547,LUDHRES03DEL03,73,239,30.94722,75.864893
0xd32e,AURGRES01DEL02,126,240,19.896219,75.366017
0xe00a,KOLRES20DEL01,70,241,22.524119,88.372504
0xcd8b,BHPRES06DEL03,112,242,23.262357,77.459989
0xd680,GOARES16DEL01,82,243,15.508603,73.836911
0xd15a,DEHRES05DEL03,127,244,30.406994,78.122543
0xd4dd,GOARES16DEL03,82,245,15.528603,73.856911
0xdd3a,AURGRES09DEL03,51,246,19.934103,75.428419
0xd38a,LUDHRES17DEL01,71,247,30.933384,75.861202
0xd423,DEHRES06DEL03,96,248,30.391281,78.098022
0xdca4,KOLRES19DEL03,121,249,22.6091,88.460467
0xe1cf,LUDHRES20DEL02,45,250,30.905915,75.808259
0xcbe9,GOARES03DEL02,36,251,15.594828,73.786883
0xd8d0,AGRRES17DEL01,11,252,27.197772,78.08725
0xc4b1,KNPRES01DEL03,128,253,26.543672,80.380708
0xc67c,KOLRES15DEL03,6,254,22.612672,88.412885
0xdbf7,KNPRES13DEL03,83,255,26.541547,80.359775
0xce5b,GOARES03DEL01,36,256,15.614828,73.806883
0xdde4,BHPRES20DEL02,34,257,23.255123,77.418886
0xd1cc,ALHRES17DEL03,120,258,25.51235,81.901889
0xc9fe,AGRRES13DEL03,101,259,27.189795,78.07299
0xda95,KOLRES07DEL01,68,260,22.587186,88.39068
0xc9cc,DEHRES16DEL03,129,261,30.372509,78.091187
0xd275,GOARES11DEL02,69,262,15.564419,73.775736
0xda68,DEHRES03DEL03,80,263,30.365259,78.083162
0xd90f,AGRRES18DEL03,60,264,27.191694,78.064714
0xd404,GOARES09DEL01,54,265,15.313897,73.924336
0xd47a,KOCRES010DEL01,15,266,10.075573,76.376958
0xd9db,BHPRES01DEL02,77,267,23.261529,77.469399
0xe16a,ALHRES05DEL02,130,268,25.507687,81.885585
0xc541,ALHRES16DEL03,131,269,25.480377,81.864236
0xce28,ALHRES01DEL03,74,270,25.484648,81.864502
0xda23,AGRRES12DEL01,10,271,27.175108,78.025053
0xc80f,BHPRES03DEL01,18,272,23.254294,77.475361
0xd1a5,AGRRES20DEL02,117,273,27.208822,78.095359
0xca61,AGRRES07DEL02,58,139,27.210934,78.094095
0xcc45,ALHRES03DEL03,90,274,25.511517,81.892616
0xc4e1,ALHRES12DEL02,122,275,25.463994,81.880187
0xc6ea,GOARES12DEL01,39,276,15.556833,73.808172
0xdd85,AURGRES06DEL02,98,277,19.924449,75.410232
0xd657,GOARES17DEL03,113,278,15.556162,73.885364
0xd59a,LUDHRES13DEL02,59,279,30.943234,75.87172
0xdc9f,AGRRES12DEL01,10,280,27.205108,78.055053
0xcef8,KNPRES15DEL03,132,281,26.512419,80.350939
0xcb5a,KOLRES01DEL02,119,282,22.564688,88.443294
0xdd39,DEHRES07DEL03,109,283,30.392686,78.09889
0xc81d,DEHRES16DEL03,129,284,30.402509,78.121187
0xdb8f,KOLRES13DEL01,108,285,22.593227,88.393273
0xc147,GOARES07DEL03,133,286,15.591295,73.779478
0xd9fd,AURGRES17DEL01,134,287,19.886994,75.382353
0xc9dd,ALHRES03DEL02,90,288,25.501517,81.882616
0xdc11,AGRRES05DEL02,46,289,27.221725,78.027553
0xd14b,LUDHRES03DEL02,73,290,30.90722,75.824893
0xd517,KOLRES15DEL01,6,291,22.592672,88.392885
0xd89d,KNPRES20DEL03,12,292,26.53,80.41
0xc834,GOARES11DEL03,69,293,15.574419,73.785736
0xd03d,GOARES17DEL02,113,294,15.546162,73.875364
0xd30a,GOARES13DEL02,135,295,15.556205,73.816668
0xd525,KOLRES17DEL03,17,296,22.599358,88.463452
0xca31,KOLRES02DEL01,79,297,22.554585,88.43331
0xdcdd,LUDHRES01DEL01,97,298,30.883988,75.852739
0xd04e,LUDHRES11DEL01,103,299,30.933081,75.861495
0xe093,KOLRES08DEL03,63,300,22.56796,88.379843
0xd2ed,DEHRES14DEL03,30,301,30.379528,78.100267
0xdf27,LUDHRES09DEL02,44,302,30.935814,75.836976
0xce14,LUDHRES15DEL03,136,303,30.959584,75.869346
0xca85,KOCRES11DEL02,16,304,10.056881,76.395397
0xc614,DEHRES04DEL03,118,305,30.370722,78.090221
0xd539,AGRRES04DEL02,56,306,27.215928,78.018092
0xd43b,AURGRES06DEL03,98,307,19.934449,75.420232
0xc78d,AURGRES06DEL01,98,308,19.914449,75.400232
0xd2bf,AGRRES17DEL01,11,309,27.167772,78.05725
0xd190,KNPRES07DEL01,62,310,26.482001,80.364002
0xc27b,AURGRES18DEL01,124,311,19.898716,75.331461
0xd2aa,KOLRES09DEL01,86,312,22.555082,88.40783
0xcba1,KNPRES20DEL03,12,313,26.5,80.38
0xdcd8,ALHRES13DEL01,137,314,25.491646,81.872796
0xcbe6,GOARES010DEL01,115,315,15.556594,73.770431
0xdce9,KOCRES09DEL03,47,316,10.060706,76.409516
0xddf5,LUDHRES12DEL03,28,317,30.953244,75.881817
0xe251,AURGRES07DEL01,107,318,19.885908,75.368888
0xcf3a,BHPRES18DEL01,7,319,23.274631,77.441663
0xdf2a,KOCRES03DEL03,9,320,10.080683,76.370631
0xc3a1,ALHRES07DEL03,1,321,25.479659,81.869744
0xda98,BHPRES18DEL03,7,322,23.294631,77.461663
0xcd4a,GOARES03DEL01,36,323,15.584828,73.776883
0xd6ba,LUDHRES16DEL02,41,324,30.915817,75.833112
0xccfc,GOARES06DEL01,24,325,15.57155,73.759092
0xc3ff,ALHRES20DEL01,91,326,25.464697,81.844492
0xc760,AURGRES09DEL01,51,327,19.914103,75.408419
0xd7d2,LUDHRES06DEL02,29,328,30.945204,75.872103
0xccd2,GOARES11DEL02,69,329,15.594419,73.805736
0xd1ac,DEHRES17DEL01,125,330,30.367968,78.086106
0xd3f3,KOLRES12DEL02,32,331,22.601084,88.404127
0xcf10,BHPRES08DEL02,75,332,23.252537,77.449845
0xd8b4,AGRRES14DEL02,138,333,27.18185,78.060165
0xde2f,AURGRES04DEL01,114,334,19.886106,75.350775
0xc91c,BHPRES01DEL01,77,335,23.221529,77.429399
0xe0eb,KOCRES02DEL01,106,336,10.068047,76.350019
0xdc71,DEHRES05DEL02,127,337,30.366994,78.082543
0xd243,AGRRES11DEL01,105,338,27.173303,78.067044
0xd12c,KNPRES16DEL03,31,339,26.542581,80.375628
0xd54a,AGRRES010DEL03,105,340,27.193303,78.087044
0xc2c2,GOARES13DEL03,135,341,15.536205,73.796668
0xd914,DEHRES17DEL03,125,342,30.357968,78.076106
0xc1be,AGRRES12DEL03,10,343,27.195108,78.045053
0xd6dd,BHPRES13DEL03,27,344,23.260791,77.46702
0xc548,LUDHRES14DEL01,19,345,30.902978,75.831847
0xc418,GOARES14DEL03,139,346,15.217944,74.010889
0xd23d,KOLRES15DEL02,6,347,22.602672,88.402885
0xda97,AURGRES12DEL02,3,348,19.899631,75.343403
0xd005,KNPRES01DEL02,128,349,26.503672,80.340708
0xd416,AGRRES010DEL01,105,350,27.203303,78.097044
0xd5a0,GOARES010DEL01,115,351,15.586594,73.800431
0xda71,KOLRES12DEL03,32,352,22.611084,88.414127
0xc1e5,KOLRES17DEL01,17,353,22.579358,88.443452
0xc145,KOLRES05DEL03,84,354,22.557893,88.398628
0xcc00,KNPRES17DEL01,123,355,26.493042,80.327833
0xe1c0,ALHRES16DEL02,131,356,25.470377,81.854236
0xdb54,AURGRES010DEL01,88,357,19.915337,75.356722
0xd88d,KNPRES17DEL02,123,358,26.533042,80.367833
0xca00,LUDHRES11DEL02,103,359,30.913081,75.841495
0xd94a,AGRRES01DEL02,48,360,27.181661,78.031544
0xdb73,DEHRES06DEL03,96,361,30.421281,78.128022
0xca54,AGRRES01DEL03,48,362,27.221661,78.071544
0xc6fa,KNPRES11DEL02,14,363,26.524986,80.392796
0xd1ec,KOCRES010DEL03,15,364,10.065573,76.366958
0xc584,KNPRES05DEL03,13,365,26.509108,80.345042
0xd7db,BHPRES15DEL02,140,366,23.284249,77.484007
0xcbed,ALHRES15DEL03,78,367,25.479872,81.866167
0xc42f,KOLRES05DEL01,84,368,22.567893,88.408628
0xdcc8,BHPRES11DEL02,110,369,23.253219,77.453571
0xd3d8,DEHRES16DEL01,129,370,30.382509,78.101187
0xc417,AURGRES03DEL02,92,371,19.924733,75.403942
0xd183,KOLRES14DEL03,95,372,22.612996,88.41231
0xc571,KNPRES16DEL02,31,373,26.502581,80.335628
0xd7c9,KNPRES02DEL03,72,374,26.531617,80.373564
0xc268,ALHRES08DEL02,111,375,25.470329,81.854279
0xd026,KOLRES01DEL01,119,376,22.524688,88.403294
0xcd9d,LUDHRES04DEL01,116,377,30.924057,75.84982
0xe027,AGRRES03DEL02,141,378,27.210832,78.061608
0xd51d,KOLRES010DEL02,5,379,22.558999,88.342337
0xcb4b,LUDHRES11DEL03,103,380,30.923081,75.851495
0xc4b6,KNPRES19DEL01,87,381,26.50095,80.328656
0xd19a,KOLRES04DEL01,142,382,22.578731,88.404878
0xc95d,AURGRES14DEL02,143,383,19.895016,75.342405
0xc635,KOLRES04DEL02,142,384,22.588731,88.414878
0xde14,KNPRES05DEL01,13,385,26.489108,80.325042
0xcbc1,AGRRES010DEL02,105,386,27.183303,78.077044
0xdd7d,KNPRES03DEL01,35,387,26.479003,80.326344
0xc180,BHPRES04DEL03,144,388,23.214992,77.447227
0xc61b,AURGRES01DEL03,126,389,19.936219,75.406017
0xc55a,DEHRES03DEL01,80,390,30.345259,78.063162
0xc990,LUDHRES18DEL01,89,391,30.900184,75.839615
0xde45,ALHRES19DEL02,26,392,25.477116,81.879682
0xc7a9,ALHRES19DEL01,26,393,25.497116,81.899682
0xdb17,KNPRES17DEL03,123,394,26.543042,80.377833
0xcd03,BHPRES11DEL01,110,395,23.273219,77.473571
0xc855,KOLRES02DEL02,79,396,22.534585,88.41331
0xcab4,GOARES17DEL02,113,397,15.516162,73.845364
0xcac4,GOARES14DEL02,139,398,15.207944,74.000889
0xc933,BHPRES17DEL03,93,399,23.248998,77.403573
0xe279,AURGRES18DEL01,124,400,19.928716,75.361461
0xcc19,LUDHRES15DEL02,136,401,30.919584,75.829346
0xc33b,KOLRES13DEL02,108,402,22.573227,88.373273
0xce6b,AURGRES15DEL01,102,403,19.918028,75.357475
0xd820,DEHRES19DEL02,100,404,30.392202,78.097151
0xc758,DEHRES09DEL02,40,405,30.352735,78.074222
0xd180,KNPRES03DEL03,35,406,26.529003,80.376344
0xd5aa,LUDHRES13DEL03,59,407,30.923234,75.85172
0xe015,AGRRES20DEL03,117,408,27.218822,78.105359
0xd7a9,KOCRES16DEL01,50,409,10.043064,76.347589
0xc985,AGRRES11DEL02,105,386,27.183303,78.077044
0xc786,AGRRES07DEL03,58,410,27.220934,78.104095
0xbff5,BHPRES06DEL01,112,411,23.242357,77.439989
0xc4aa,ALHRES18DEL02,145,412,25.470317,81.851681
0xe254,DEHRES09DEL01,40,413,30.342735,78.064222
0xe01a,DEHRES05DEL01,127,414,30.386994,78.102543
0xddf0,KOLRES03DEL01,57,415,22.566461,88.404453
0xcdaf,AURGRES08DEL03,65,416,19.906428,75.394792
0xd74d,ALHRES07DEL02,1,417,25.469659,81.859744
0xc280,KOLRES04DEL03,142,418,22.568731,88.394878
0xe22a,ALHRES01DEL01,74,419,25.464648,81.844502
0xc5d4,KNPRES18DEL03,146,420,26.504133,80.3781
0xd1f3,LUDHRES15DEL01,136,421,30.939584,75.849346
0xddc8,KNPRES05DEL02,13,422,26.499108,80.335042
0xc26f,AGRRES20DEL03,117,423,27.188822,78.075359
0xcbf2,AURGRES19DEL02,21,424,19.916969,75.368894
0xdd5a,KOCRES03DEL02,9,425,10.070683,76.360631
0xbfdc,DEHRES010DEL03,33,426,30.358174,78.079117
0xd724,AURGRES17DEL02,134,427,19.926994,75.422353
0xe285,AGRRES14DEL01,138,428,27.20185,78.080165
0xd441,AGRRES03DEL03,141,429,27.190832,78.041608
0xc27c,KOLRES11DEL01,52,430,22.587821,88.410581
0xe0fb,KNPRES11DEL03,14,431,26.504986,80.372796
0xdaa2,AGRRES010DEL01,105,338,27.173303,78.067044
0xe143,GOARES08DEL03,94,432,15.586561,73.793633
0xcdcc,AURGRES15DEL02,102,433,19.928028,75.367475
0xd37c,DEHRES05DEL01,127,434,30.356994,78.072543
0xdb90,DEHRES17DEL02,125,435,30.347968,78.066106
0xc74e,AGRRES17DEL02,11,436,27.177772,78.06725
0xcf8e,DEHRES010DEL01,33,437,30.338174,78.059117
0xd151,GOARES02DEL02,55,438,15.605658,73.763606
0xd68f,BHPRES17DEL02,93,439,23.238998,77.393573
0xd1a0,AURGRES18DEL03,124,440,19.918716,75.351461
0xd1dd,ALHRES14DEL02,99,441,25.509775,81.884841
0xda32,LUDHRES09DEL03,44,442,30.945814,75.846976
0xe006,KNPRES09DEL01,61,443,26.483698,80.362677
0xc64b,KNPRES14DEL02,147,444,26.483504,80.392929
0xd34d,KNPRES16DEL01,31,445,26.522581,80.355628
