order_id,delivery_person_id,restaurant_id,delivery_location_id
0xd2d6,KOLRES05DEL03,84,123
0xcf63,AURGRES05DEL03,85,124
0xd4d9,KNPRES13DEL02,83,125
0xd129,KOLRES09DEL03,86,126
0xc95f,KNPRES20DEL02,12,127
0xdff5,KOLRES20DEL03,70,128
0xd5b0,KOLRES02DEL03,79,129
0xe14a,BHPRES05DEL03,8,130
0xc960,KNPRES02DEL02,72,131
0xd469,GOARES12DEL01,39,132
0xd2e5,LUDHRES13DEL03,59,133
0xdfa1,KNPRES19DEL03,87,134
0xe18f,AURGRES010DEL03,88,135
0xc2ba,LUDHRES18DEL03,89,136
0xdae1,KNPRES13DEL01,83,137
0xd18b,KOLRES03DEL03,57,138
0xd89c,AGRRES08DEL02,58,139
0xd02f,BHPRES03DEL03,18,140
0xd408,ALHRES03DEL02,90,141
0xc716,AGRRES05DEL02,46,142
0xc92e,ALHRES20DEL03,91,143
0xd60a,AURGRES03DEL02,92,144
0xd89e,BHPRES17DEL02,93,145
0xddfe,DEHRES13DEL02,67,146
0xc6e2,KOLRES06DEL01,20,147
0xc415,GOARES08DEL01,94,148
0xdaa5,GOARES09DEL02,54,149
0xc9da,LUDHRES12DEL03,28,150
0xcfbc,GOARES18DEL01,76,151
0xd580,BHPRES18DEL03,7,152
0xcca6,KOLRES14DEL02,95,153
0xd492,KNPRES09DEL02,61,154
0xcdf0,KOCRES03DEL01,9,155
0xcfaa,DEHRES14DEL02,30,156
0xdbaa,BHPRES03DEL03,18,157
0xd707,KNPRES16DEL03,31,158
0xd31a,AURGRES03DEL01,92,159
0xc847,GOARES18DEL03,76,160
0xc351,KOCRES09DEL01,47,161
0xde6c,DEHRES06DEL01,96,162
0xce82,LUDHRES01DEL03,97,163
0xd1fe,BHPRES17DEL03,93,164
0xd288,KOLRES07DEL02,68,165
0xc157,KOCRES11DEL03,16,166
0xd4aa,AURGRES06DEL02,98,167
0xc52a,ALHRES14DEL02,99,168
0xdbb6,DEHRES19DEL01,100,169
0xc4e3,AURGRES03DEL01,92,170
0xcfd4,KOLRES07DEL03,68,171
0xe1f0,ALHRES07DEL02,1,172
0xde93,BHPRES18DEL01,7,173
0xc7b5,AGRRES13DEL01,101,174
0xd3ed,AURGRES15DEL03,102,175
0xdab2,AGRRES12DEL02,10,176
0xc401,LUDHRES11DEL02,103,177
0xceea,LUDHRES18DEL02,89,178
0xde41,AURGRES010DEL02,88,179
0xd2f3,KNPRES05DEL02,13,180
0xdf5a,KNPRES02DEL01,72,181
0xcd8e,AGRRES07DEL01,58,182
0xd979,LUDHRES14DEL01,19,183
0xe225,LUDHRES05DEL01,104,184
0xdfbc,AGRRES010DEL03,105,185
0xd55e,KOCRES11DEL01,16,186
0xdd13,KOCRES02DEL03,106,187
0xc761,AURGRES07DEL02,107,188
0xda66,KOLRES13DEL03,108,189
0xdeca,LUDHRES05DEL02,104,190
0xc252,DEHRES07DEL01,109,191
0xcd76,BHPRES11DEL01,110,192
0xc83c,AGRRES13DEL02,101,193
0xcc36,AURGRES05DEL01,85,194
0xdc8e,ALHRES08DEL01,111,195
0xc961,BHPRES06DEL02,112,196
0xcfcf,DEHRES06DEL02,96,197
0xc64e,LUDHRES01DEL01,97,198
0xc841,AGRRES05DEL01,46,199
0xdbb1,KOCRES02DEL01,106,200
0xd229,GOARES17DEL03,113,201
0xd1fb,ALHRES03DEL01,90,202
0xc67e,AURGRES04DEL03,114,203
0xde0f,GOARES010DEL02,115,204
0xd40f,KOLRES13DEL03,108,205
0xd161,LUDHRES04DEL03,116,206
0xcea9,AURGRES03DEL03,92,207
0xdbde,AGRRES20DEL01,117,208
0xc52f,DEHRES03DEL02,80,209
0xdfb7,LUDHRES16DEL02,41,210
0xdc40,KOLRES17DEL02,17,211
0xcee5,DEHRES04DEL02,118,212
0xdbbf,KOLRES03DEL01,57,213
0xd9ff,AURGRES13DEL01,2,214
0xc770,LUDHRES09DEL02,44,215
0xd82f,AGRRES11DEL02,105,216
0xe0c8,KOLRES12DEL02,32,217
0xdd4f,KOLRES01DEL02,119,218
0xc271,ALHRES17DEL01,120,219
0xc9bd,ALHRES08DEL03,111,220
0xc9e0,KOLRES19DEL01,121,221
0xd777,AURGRES13DEL01,2,222
0xd338,KOLRES09DEL03,86,223
0xcdc9,AURGRES13DEL03,2,224
0xd9b8,BHPRES03DEL02,18,225
0xd450,KNPRES07DEL03,62,226
0xc623,LUDHRES04DEL01,116,227
0xd7f4,BHPRES010DEL03,49,228
0xcfa9,ALHRES12DEL01,122,229
0xce8b,LUDHRES14DEL03,19,230
0xd003,KNPRES17DEL02,123,231
0xe211,KOLRES16DEL03,22,232
0xd5b6,KNPRES010DEL02,64,233
0xcbf6,AURGRES08DEL02,65,234
0xdce1,GOARES17DEL01,113,235
0xcb0b,AURGRES18DEL02,124,236
0xca86,DEHRES17DEL02,125,237
0xc92c,KNPRES19DEL02,87,238
0xd547,LUDHRES03DEL03,73,239
0xd32e,AURGRES01DEL02,126,240
0xe00a,KOLRES20DEL01,70,241
0xcd8b,BHPRES06DEL03,112,242
0xd680,GOARES16DEL01,82,243
0xd15a,DEHRES05DEL03,127,244
0xd4dd,GOARES16DEL03,82,245
0xdd3a,AURGRES09DEL03,51,246
0xd38a,LUDHRES17DEL01,71,247
0xd423,DEHRES06DEL03,96,248
0xdca4,KOLRES19DEL03,121,249
0xe1cf,LUDHRES20DEL02,45,250
0xcbe9,GOARES03DEL02,36,251
0xd8d0,AGRRES17DEL01,11,252
0xc4b1,KNPRES01DEL03,128,253
0xc67c,KOLRES15DEL03,6,254
0xdbf7,KNPRES13DEL03,83,255
0xce5b,GOARES03DEL01,36,256
0xdde4,BHPRES20DEL02,34,257
0xd1cc,ALHRES17DEL03,120,258
0xc9fe,AGRRES13DEL03,101,259
0xda95,KOLRES07DEL01,68,260
0xc9cc,DEHRES16DEL03,129,261
0xd275,GOARES11DEL02,69,262
0xda68,DEHRES03DEL03,80,263
0xd90f,AGRRES18DEL03,60,264
0xd404,GOARES09DEL01,54,265
0xd47a,KOCRES010DEL01,15,266
0xd9db,BHPRES01DEL02,77,267
0xe16a,ALHRES05DEL02,130,268
0xc541,ALHRES16DEL03,131,269
0xce28,ALHRES01DEL03,74,270
0xda23,AGRRES12DEL01,10,271
0xc80f,BHPRES03DEL01,18,272
0xd1a5,AGRRES20DEL02,117,273
0xca61,AGRRES07DEL02,58,139
0xcc45,ALHRES03DEL03,90,274
0xc4e1,ALHRES12DEL02,122,275
0xc6ea,GOARES12DEL01,39,276
0xdd85,AURGRES06DEL02,98,277
0xd657,GOARES17DEL03,113,278
0xd59a,LUDHRES13DEL02,59,279
0xdc9f,AGRRES12DEL01,10,280
0xcef8,KNPRES15DEL03,132,281
0xcb5a,KOLRES01DEL02,119,282
0xdd39,DEHRES07DEL03,109,283
0xc81d,DEHRES16DEL03,129,284
0xdb8f,KOLRES13DEL01,108,285
0xc147,GOARES07DEL03,133,286
0xd9fd,AURGRES17DEL01,134,287
0xc9dd,ALHRES03DEL02,90,288
0xdc11,AGRRES05DEL02,46,289
0xd14b,LUDHRES03DEL02,73,290
0xd517,KOLRES15DEL01,6,291
0xd89d,KNPRES20DEL03,12,292
0xc834,GOARES11DEL03,69,293
0xd03d,GOARES17DEL02,113,294
0xd30a,GOARES13DEL02,135,295
0xd525,KOLRES17DEL03,17,296
0xca31,KOLRES02DEL01,79,297
0xdcdd,LUDHRES01DEL01,97,298
0xd04e,LUDHRES11DEL01,103,299
0xe093,KOLRES08DEL03,63,300
0xd2ed,DEHRES14DEL03,30,301
0xdf27,LUDHRES09DEL02,44,302
0xce14,LUDHRES15DEL03,136,303
0xca85,KOCRES11DEL02,16,304
0xc614,DEHRES04DEL03,118,305
0xd539,AGRRES04DEL02,56,306
0xd43b,AURGRES06DEL03,98,307
0xc78d,AURGRES06DEL01,98,308
0xd2bf,AGRRES17DEL01,11,309
0xd190,KNPRES07DEL01,62,310
0xc27b,AURGRES18DEL01,124,311
0xd2aa,KOLRES09DEL01,86,312
0xcba1,KNPRES20DEL03,12,313
0xdcd8,ALHRES13DEL01,137,314
0xcbe6,GOARES010DEL01,115,315
0xdce9,KOCRES09DEL03,47,316
0xddf5,LUDHRES12DEL03,28,317
0xe251,AURGRES07DEL01,107,318
0xcf3a,BHPRES18DEL01,7,319
0xdf2a,KOCRES03DEL03,9,320
0xc3a1,ALHRES07DEL03,1,321
0xda98,BHPRES18DEL03,7,322
0xcd4a,GOARES03DEL01,36,323
0xd6ba,LUDHRES16DEL02,41,324
0xccfc,GOARES06DEL01,24,325
0xc3ff,ALHRES20DEL01,91,326
0xc760,AURGRES09DEL01,51,327
0xd7d2,LUDHRES06DEL02,29,328
0xccd2,GOARES11DEL02,69,329
0xd1ac,DEHRES17DEL01,125,330
0xd3f3,KOLRES12DEL02,32,331
0xcf10,BHPRES08DEL02,75,332
0xd8b4,AGRRES14DEL02,138,333
0xde2f,AURGRES04DEL01,114,334
0xc91c,BHPRES01DEL01,77,335
0xe0eb,KOCRES02DEL01,106,336
0xdc71,DEHRES05DEL02,127,337
0xd243,AGRRES11DEL01,105,338
0xd12c,KNPRES16DEL03,31,339
0xd54a,AGRRES010DEL03,105,340
0xc2c2,GOARES13DEL03,135,341
0xd914,DEHRES17DEL03,125,342
0xc1be,AGRRES12DEL03,10,343
0xd6dd,BHPRES13DEL03,27,344
0xc548,LUDHRES14DEL01,19,345
0xc418,GOARES14DEL03,139,346
0xd23d,KOLRES15DEL02,6,347
0xda97,AURGRES12DEL02,3,348
0xd005,KNPRES01DEL02,128,349
0xd416,AGRRES010DEL01,105,350
0xd5a0,GOARES010DEL01,115,351
0xda71,KOLRES12DEL03,32,352
0xc1e5,KOLRES17DEL01,17,353
0xc145,KOLRES05DEL03,84,354
0xcc00,KNPRES17DEL01,123,355
0xe1c0,ALHRES16DEL02,131,356
0xdb54,AURGRES010DEL01,88,357
0xd88d,KNPRES17DEL02,123,358
0xca00,LUDHRES11DEL02,103,359
0xd94a,AGRRES01DEL02,48,360
0xdb73,DEHRES06DEL03,96,361
0xca54,AGRRES01DEL03,48,362
0xc6fa,KNPRES11DEL02,14,363
0xd1ec,KOCRES010DEL03,15,364
0xc584,KNPRES05DEL03,13,365
0xd7db,BHPRES15DEL02,140,366
0xcbed,ALHRES15DEL03,78,367
0xc42f,KOLRES05DEL01,84,368
0xdcc8,BHPRES11DEL02,110,369
0xd3d8,DEHRES16DEL01,129,370
0xc417,AURGRES03DEL02,92,371
0xd183,KOLRES14DEL03,95,372
0xc571,KNPRES16DEL02,31,373
0xd7c9,KNPRES02DEL03,72,374
0xc268,ALHRES08DEL02,111,375
0xd026,KOLRES01DEL01,119,376
0xcd9d,LUDHRES04DEL01,116,377
0xe027,AGRRES03DEL02,141,378
0xd51d,KOLRES010DEL02,5,379
0xcb4b,LUDHRES11DEL03,103,380
0xc4b6,KNPRES19DEL01,87,381
0xd19a,KOLRES04DEL01,142,382
0xc95d,AURGRES14DEL02,143,383
0xc635,KOLRES04DEL02,142,384
0xde14,KNPRES05DEL01,13,385
0xcbc1,AGRRES010DEL02,105,386
0xdd7d,KNPRES03DEL01,35,387
0xc180,BHPRES04DEL03,144,388
0xc61b,AURGRES01DEL03,126,389
0xc55a,DEHRES03DEL01,80,390
0xc990,LUDHRES18DEL01,89,391
0xde45,ALHRES19DEL02,26,392
0xc7a9,ALHRES19DEL01,26,393
0xdb17,KNPRES17DEL03,123,394
0xcd03,BHPRES11DEL01,110,395
0xc855,KOLRES02DEL02,79,396
0xcab4,GOARES17DEL02,113,397
0xcac4,GOARES14DEL02,139,398
0xc933,BHPRES17DEL03,93,399
0xe279,AURGRES18DEL01,124,400
0xcc19,LUDHRES15DEL02,136,401
0xc33b,KOLRES13DEL02,108,402
0xce6b,AURGRES15DEL01,102,403
0xd820,DEHRES19DEL02,100,404
0xc758,DEHRES09DEL02,40,405
0xd180,KNPRES03DEL03,35,406
0xd5aa,LUDHRES13DEL03,59,407
0xe015,AGRRES20DEL03,117,408
0xd7a9,KOCRES16DEL01,50,409
0xc985,AGRRES11DEL02,105,386
0xc786,AGRRES07DEL03,58,410
0xbff5,BHPRES06DEL01,112,411
0xc4aa,ALHRES18DEL02,145,412
0xe254,DEHRES09DEL01,40,413
0xe01a,DEHRES05DEL01,127,414
0xddf0,KOLRES03DEL01,57,415
0xcdaf,AURGRES08DEL03,65,416
0xd74d,ALHRES07DEL02,1,417
0xc280,KOLRES04DEL03,142,418
0xe22a,ALHRES01DEL01,74,419
0xc5d4,KNPRES18DEL03,146,420
0xd1f3,LUDHRES15DEL01,136,421
0xddc8,KNPRES05DEL02,13,422
0xc26f,AGRRES20DEL03,117,423
0xcbf2,AURGRES19DEL02,21,424
0xdd5a,KOCRES03DEL02,9,425
0xbfdc,DEHRES010DEL03,33,426
0xd724,AURGRES17DEL02,134,427
0xe285,AGRRES14DEL01,138,428
0xd441,AGRRES03DEL03,141,429
0xc27c,KOLRES11DEL01,52,430
0xe0fb,KNPRES11DEL03,14,431
0xdaa2,AGRRES010DEL01,105,338
0xe143,GOARES08DEL03,94,432
0xcdcc,AURGRES15DEL02,102,433
0xd37c,DEHRES05DEL01,127,434
0xdb90,DEHRES17DEL02,125,435
0xc74e,AGRRES17DEL02,11,436
0xcf8e,DEHRES010DEL01,33,437
0xd151,GOARES02DEL02,55,438
0xd68f,BHPRES17DEL02,93,439
0xd1a0,AURGRES18DEL03,124,440
0xd1dd,ALHRES14DEL02,99,441
0xda32,LUDHRES09DEL03,44,442
0xe006,KNPRES09DEL01,61,443
0xc64b,KNPRES14DEL02,147,444
0xd34d,KNPRES16DEL01,31,445
0xce70,ALHRES14DEL01,99,446
0xd91d,KOLRES20DEL01,70,447
0xd54b,KOLRES010DEL03,5,448
0xdf92,GOARES17DEL01,113,449
0xcc3d,LUDHRES03DEL01,73,450
0xe26a,GOARES010DEL03,115,451
0xc308,DEHRES19DEL01,100,452
0xd8e0,BHPRES11DEL03,110,453
0xcf87,AGRRES01DEL02,48,454
0xd49f,BHPRES06DEL03,112,455
0xc910,KOCRES15DEL01,23,456
0xcc81,KOLRES06DEL02,20,457
0xcafb,BHPRES17DEL01,93,458
0xc3f7,KNPRES01DEL01,128,459
0xdef6,KNPRES04DEL02,37,460
0xd3fa,ALHRES17DEL03,120,461
0xd384,AGRRES14DEL03,138,462
0xc9f0,GOARES14DEL01,139,463
0xc9d1,BHPRES05DEL03,8,464
0xdcb0,KNPRES010DEL01,64,465
0xd3f5,AURGRES03DEL03,92,466
0xce6a,ALHRES19DEL03,26,467
0xce5e,DEHRES03DEL01,80,468
0xc6ba,KOCRES03DEL02,9,469
0xc592,KNPRES04DEL03,37,470
0xcde4,AURGRES19DEL02,21,471
0xcc8f,DEHRES06DEL01,96,472
0xca66,KOLRES05DEL02,84,473
0xcc06,KOCRES15DEL02,23,474
0xc608,LUDHRES06DEL01,29,475
0xc909,KOCRES010DEL02,15,476
0xd807,ALHRES13DEL02,137,477
0xd7e9,GOARES13DEL01,135,478
0xcf04,AURGRES010DEL02,88,479
0xd400,AGRRES03DEL01,141,480
0xc8be,BHPRES06DEL01,112,481
0xc174,DEHRES04DEL02,118,482
0xd4d1,KNPRES11DEL02,14,483
0xd403,KNPRES20DEL01,12,484
0xccf2,AGRRES12DEL03,10,485
0xceb5,KOLRES18DEL03,38,486
0xc225,BHPRES010DEL01,49,487
0xdd44,AURGRES17DEL01,134,488
0xe16e,LUDHRES19DEL01,25,489
0xda15,BHPRES20DEL03,34,490
0xc968,GOARES11DEL01,69,491
0xe283,ALHRES14DEL01,99,492
0xdbbe,ALHRES01DEL01,74,493
0xc9ad,ALHRES14DEL03,99,494
0xd89b,ALHRES18DEL03,145,495
0xcdf8,BHPRES20DEL03,34,496
0xdcc2,AURGRES17DEL02,134,497
0xcb01,ALHRES02DEL02,148,498
0xe231,AURGRES14DEL01,143,499
0xce86,AGRRES18DEL01,60,500
0xde65,AGRRES08DEL01,58,501
0xdabc,ALHRES20DEL02,91,502
0xdf37,GOARES06DEL01,24,503
0xd7f9,KOLRES19DEL03,121,504
0xc6fe,KOLRES01DEL03,119,505
0xc43a,KOLRES20DEL02,70,506
0xc6db,BHPRES11DEL03,110,507
0xd1d3,KOCRES14DEL03,43,508
0xdf0a,KOCRES11DEL01,16,509
0xd32b,KOLRES09DEL02,86,510
0xe21a,ALHRES20DEL01,91,511
0xd1a3,KNPRES18DEL01,146,512
0xd56d,BHPRES010DEL02,49,513
0xc481,KNPRES19DEL02,87,514
0xca0c,GOARES14DEL01,139,515
0xcc8a,GOARES07DEL02,133,516
0xd38b,KOLRES03DEL02,57,517
0xdf08,LUDHRES12DEL02,28,518
0xd102,KOLRES05DEL02,84,519
0xc853,KOLRES01DEL03,119,520
0xd928,KOLRES06DEL02,20,521
0xc490,BHPRES01DEL01,77,522
0xc6ff,LUDHRES19DEL02,25,523
0xcab1,AURGRES06DEL01,98,524
0xd921,DEHRES04DEL03,118,525
0xc8e9,LUDHRES010DEL03,4,526
0xc68b,DEHRES13DEL03,67,527
0xd7bd,GOARES18DEL03,76,528
0xde49,AURGRES18DEL03,124,529
0xcb71,KOCRES09DEL03,47,530
0xda76,GOARES13DEL02,135,531
0xc23d,AURGRES12DEL02,3,532
0xca83,AURGRES17DEL03,134,533
0xcd53,AURGRES13DEL03,2,534
0xcc29,AURGRES010DEL03,88,535
0xd54e,GOARES15DEL01,53,536
0xcd23,GOARES08DEL01,94,537
0xdf26,AURGRES08DEL03,65,538
0xe1e0,GOARES18DEL01,76,539
0xc8ea,KOCRES02DEL03,106,540
0xde92,KOLRES16DEL02,22,541
0xdf54,KOLRES15DEL01,6,542
0xdad1,ALHRES17DEL01,120,543
0xd877,AGRRES08DEL02,58,544
0xcd19,AGRRES07DEL03,58,73
0xc4c7,ALHRES17DEL02,120,545
0xd83c,LUDHRES08DEL02,81,546
0xc8c4,LUDHRES20DEL02,45,547
0xdc02,KNPRES18DEL02,146,548
0xc70c,LUDHRES18DEL02,89,549
0xdd65,AGRRES05DEL03,46,550
0xc697,KNPRES18DEL02,146,551
0xd4fc,BHPRES16DEL01,66,552
0xcbc0,AURGRES14DEL02,143,553
0xddbd,BHPRES01DEL02,77,554
0xc2c7,AGRRES17DEL03,11,555
0xc97b,GOARES14DEL02,139,556
0xce67,KOCRES11DEL03,16,557
0xc4e8,LUDHRES05DEL01,104,558
0xc5e5,AURGRES07DEL03,107,559
0xd4cb,BHPRES05DEL02,8,560
0xc5a7,LUDHRES03DEL03,73,561
0xd68a,LUDHRES05DEL02,104,562
0xd735,KNPRES12DEL01,149,563
0xdcee,ALHRES16DEL02,131,564
0xce45,KOLRES08DEL02,63,565
0xd25c,GOARES01DEL01,42,566
0xd6e5,ALHRES03DEL03,90,567
0xe21d,LUDHRES08DEL03,81,568
0xe10e,KOLRES02DEL03,79,569
0xdef8,LUDHRES14DEL02,19,570
0xda0e,BHPRES13DEL01,27,571
0xca2b,KNPRES01DEL02,128,572
0xbfbd,GOARES14DEL03,139,573
0xc237,KNPRES15DEL02,132,574
0xdc29,GOARES04DEL02,150,575
0xd681,GOARES07DEL01,133,576
0xd8b0,BHPRES04DEL03,144,577
0xd936,GOARES15DEL02,53,578
0xceec,KNPRES04DEL03,37,579
0xc155,LUDHRES04DEL02,116,580
0xc463,KOLRES09DEL01,86,581
0xd841,DEHRES16DEL02,129,582
0xda78,KNPRES04DEL01,37,583
0xc32a,ALHRES12DEL01,122,584
0xc77c,GOARES09DEL02,54,585
0xcea7,AGRRES17DEL02,11,586
0xcf4c,KNPRES17DEL01,123,587
0xd875,AGRRES11DEL03,105,185
0xcade,GOARES08DEL03,94,588
0xd963,KOLRES11DEL01,52,589
0xcdef,LUDHRES04DEL02,116,590
0xd2f8,AURGRES04DEL02,114,591
0xcdf4,BHPRES03DEL02,18,592
0xd8a2,ALHRES12DEL02,122,593
0xcb30,AGRRES08DEL01,58,182
0xd556,ALHRES15DEL01,78,594
0xc9bb,LUDHRES08DEL01,81,595
0xd032,AGRRES08DEL03,58,410
0xc1ca,LUDHRES11DEL01,103,596
0xc7a7,AURGRES07DEL02,107,597
0xcba4,DEHRES07DEL02,109,598
0xc35f,AURGRES13DEL02,2,599
0xc675,AGRRES18DEL03,60,600
0xdf9b,KNPRES09DEL02,61,601
0xc39d,GOARES18DEL02,76,602
0xd714,ALHRES20DEL02,91,603
0xdbd5,KOLRES04DEL01,142,604
0xd45c,KNPRES07DEL02,62,605
0xc5b7,DEHRES13DEL01,67,606
0xcf07,AGRRES11DEL03,105,340
0xc1af,DEHRES19DEL03,100,607
0xe109,KNPRES16DEL01,31,608
0xc8a2,KOLRES09DEL02,86,609
0xd545,DEHRES08DEL01,151,610
0xe256,LUDHRES010DEL02,4,611
0xceaf,DEHRES08DEL03,151,612
0xd947,GOARES13DEL03,135,613
0xcc5b,AURGRES08DEL02,65,614
0xc77a,AURGRES010DEL01,88,615
0xd218,ALHRES13DEL03,137,616
0xcd2b,KOCRES14DEL03,43,617
0xd993,LUDHRES15DEL01,136,618
0xcf18,ALHRES05DEL01,130,619
0xc8bb,KNPRES12DEL03,149,620
0xcbad,LUDHRES12DEL01,28,621
0xc1eb,KOCRES14DEL02,43,622
0xd152,BHPRES15DEL03,140,623
0xd9ec,KNPRES12DEL01,149,624
0xdd49,GOARES15DEL03,53,625
0xcf89,KOCRES02DEL02,106,626
0xd5ed,GOARES09DEL03,54,627
0xcd18,AURGRES17DEL03,134,628
0xca49,BHPRES13DEL02,27,629
0xd81b,DEHRES04DEL01,118,630
0xde5f,DEHRES09DEL03,40,631
0xd6da,KOCRES010DEL02,15,632
0xc3c9,LUDHRES04DEL03,116,633
0xd899,AURGRES07DEL01,107,634
0xd077,AGRRES13DEL02,101,635
0xd3b8,KOLRES14DEL02,95,636
0xda9c,KNPRES07DEL01,62,637
0xdd94,GOARES12DEL03,39,638
0xde3a,GOARES04DEL03,150,639
0xd4c3,DEHRES07DEL02,109,640
0xd759,ALHRES15DEL03,78,641
0xd747,AGRRES07DEL02,58,544
0xcaf7,KNPRES14DEL03,147,642
0xd7eb,KNPRES15DEL03,132,643
0xc1c0,KOLRES12DEL03,32,644
0xdaf7,AGRRES14DEL03,138,645
0xd9a1,KOLRES06DEL01,20,646
0xd8f2,KOLRES18DEL02,38,647
0xd6db,AURGRES14DEL03,143,648
0xcb9f,BHPRES15DEL01,140,649
0xc759,AGRRES010DEL02,105,216
0xcc34,DEHRES05DEL02,127,650
0xd6c8,GOARES010DEL02,115,651
0xcb81,ALHRES03DEL01,90,652
0xd323,AURGRES14DEL01,143,653
